uh you wwelcome to stop in but let me uh make you aware that you know we have our own trucks so the only time i would need anything from penske is if i have a truck down and uh i just need to to rent one for a day or so,1
uhh yes sir uh yeah that that would be fine uh just just cant be extensive but,1
um im actually gettin ready to leave out right now um uh i id rather meet yall at yall office if uh you know this something this to discuss like that,1
i can yeah i can uh schedule a time to uh meet with yall next weekend next week excuse me,1
is is any special time yall want me there or is he gon contact me,1
no uh not not at this time i mean i were just going through a bad time right now,1
well we normally the equipment that we rent from yall are usually twenty six foot boxes wwith a with a liftgate,1
im at five twenty yeah im at five twenty six west chevy chase doug is right around the corner from me,1
no no not at all hes a general tool store i am specifically entertainment and studio rental business nothing to do with the general tool business,1
we we we both we both use fleet works because theyre local and ive been doing business with them forever,1
umm yeah let me look at my calendar real quick and you know im looking at chicagos right,1
and yeah we have all of our dollies and everything in house so we never really rent that uh i think we probably i know last year we were exploring uh leasing options but i dont think that thats my guess or were not were probably not going to do a big fat move,1
but yeah i can talk to ohh what was whats his name whats my reps name again,1
yep uh yeah i can talk to phil again i think i mean like to be honest with you were pretty quiet right now but it never hurts to have you know a ,1
i think we may have discussed this before what we found in looking at leasing a vehicle was um we have to have huge savings if were renting it because we have to uh pay an additional insurance policy um i dont know if you know much if you have thought about that with your customers like um i think were getting away with murder on that one um we rented a truck a twenty four foot moving truck box truck uh lift gate um every day of the every day of the year last year um and theyre like you guys are crazy why if youre going to use it that much why not uh you know a couple year lease and uh youll pay about half the rate we got the proposal from them this is back when i was talking to you about it too and were like its not half the rate its sixty five percent or whatever and we talked to our insurance carrier and theyre like you have rental coverage but you dont have coverage on that vehicle if you lease it itd be another seven or eight grand a year and were like there goes the savings huh so were of a mindset of we dont wanna quote on quote lease one because wed have to you know let them know hey were using this thing every day versus now were doing it and nobody seems to care we even told them we were,1
um thats fine i mean ii just kinda like you do probably blow and go with the wind in terms with what people need um so i dont want to say ill be here on a thursday when some customer may say can you come to kinnesol on thursday so you know have derek uh reach out to me if you want and um im usually here about eighty percent of the time,1
yeah but definitely have him follow up first cause like i said its subject to change late afternoons probably better,1
uh no were uh thats the old uh location were at seventeen fiftyfive purina way sparks nevada where i am and ross is,1
yep umm actually if we could make it uh a little bit later like uh you know umm oh eleven eleven and the reason i say  you know what lets do ten am,1
u n as in nancy h as in henry a as in apple m as in mary,1
yeah thatd be fine uh we are still currently leasing you know we are still under lease on one of our trucks and the other one we own so uh but yeah thatd be thatd be great just in case we need to expand or something,1
um you you know iim here from eight to five every day and its so really just any day was it doesnt matter,1
umm theyre sleepers right now um i may be changing the daycab but just send yeah,1
uhhh actually i have a meeting at ten i could do i could do a one,1
okay um yeah ill love to sit down and talk to yall and see what yall got goin on,1
uh sounds fine yeah i think thatll work are you gonna call me and remind me,1
um we can we can we can uh set up a a conference call or something like that but ,1
uh i think im here all next two or three weeks so i should be fine i just dont have time today,1
i do its um its all one big ol mess but its restore manager at habitat m as in mary b as in boy dot org,1
uh thatd be good um let me see here what days are you available next week,1
all right i have a meeting from one to about one fortyfive so ill be out by then,1
he hhe does he does a lot of work for me he does just about everything,1
mmm uh rarely man i tell you rarely uh eh when he gets backed up with work thats when ill go somewhere else but not too often,1
uh okay if you send somebody here to show me what im lookin thats a different story,1
no they need to call me the day before actually uh dont just send them out here uh you gotta call me the day before thats kinda how i like to do things i cant tell you to come out next week because it all depends on whats going on the day before,1
umm yeah yeah umm its kind of hectic right now but uh let me see what uh what uh what would be a good week the week of the twenty third actually would be good cause im leaving im going to be out of the office most of the week next week,1
yeah no were uh were actually looking at adding on several more trailers out or power units and trailers out at um in uh ontario,1
yeah what about uh what about locations like outside of uh um outside of southern california like up in the valley,1
well the guy the guy that i was dealing with is it was his name tony jajanowitz,1
hold on let me look at my calendar here that would be i think yeah thatll be fine,1
okay yeah cause i know uh um and who are you with or who are you or whats your,1
okay yeah cause i got an email from uh matthew scott this morning so thats why i was,1
but uh but yeah you can come out any time next week uh like i said anytime before noon so nine oclock would do,1
umm itd have to be after two oclock ive got a bid at uh at two that day,1
yeah but uh i dont really have a need or anything to rent anything any time soon so but you can stop by,1
okay what it what it is is youre talking about now in terms of what what type of equipment,1
okay is the the the one that the equivalent to the similar to that of lets see the contact bucket truck not the big ones but the small ones right the fourfifteen threefifty fourfifteen fivefifty model there about,1
well we um it depends on the lease uh some of our vehicle are not all bought at the same time,1
yeah we had one that actually two thats coming up this year already but uh,1
umm yeah i should be around i dont think ill have any i mean unless something comes up but its kinda slow right now so it should be okay,1
you know im im actually gonna be on vacation um next week um you know they theyre welcome to stop in um and talk to the assistant manager here weve got um several trucks i have in my nine years running the branch here i have yet been in a situation where ive ever had to rent a a vehicle any time one of ours goes down for repairs weve always got you know additional backup units here so,1
okay uh yes thats where i the place i go um i stop by a couple times there yes and who would be the person i have to meet over there,1
okay thats good um we meet um can you give my number to him please he can contact me i live just five minutes away from his location,1
im its gonna be a lot easier for me to stop by over there in the morning um you see before coming to the office the office uh way around the other way around its far from there so i prefer to stop by before coming to the office,1
i dont know if there is ever okay time hahaaaa in in this in this whole world youre talking about this whole stuff,1
if we if we uhh we do some stuff were going to get roger to come by one day,1
not now look you understand were not uhhh i dont think were gonna be a big player for you  do you do you understand that,1
uhhhhh alright alrighty nate you just did the phone call just for to be hung up at i think no i dont think you did uhhh i could put you on holdyoure here locally,1
hahahang on just one second  i i i got to grab this other call real quick hold on kinda wait hold on,1
uhhh yeah it should be fine no no again that work you know whwh i dont think we ever gonna be big player to the third party so i want you you know know i dont want to i dont i dont want to waste his his time,1
three five two one seven if you dont put that it go to wrong side of town and yes i i saw youre about forty five minutes away,1
okay because there are two industrial drives and they both look right but only one is,1
well yes yes they could why dont yall why dont yall do that send email confirmation,1
you know what i am actually about to be going uh out of town so uh i know next week will probably be pretty tight for me so lets look through the following week,1
okay youre not they just moved my computer from one place to the next so i do have to reboot,1
oh its great right now i i thought it was supposed to be raining but apparently not,1
but let me can i throw something out at your right away um we run uh like heavy equipment and it would be hydraulic uh wet lines that we need is that something you work with,1
yeah cause yeah i i im really not a maintenance person haha ive been thinking about that so yeah i would be cause i dont know if it works with ya but but yeah im not uh if we could figure something out that would be good but you know my stuffs kinda specialized and uh the white lines,1
right get set supreme equipment transport ha its supposed to be a clever web name but that four messes it up anyhow um so yeah if you want to send it there and uh yeah and id like to talk to someone that would be great,1
okay and youll youll email that if you could cause im out right now if you could email ,1
mmkay then uh uh week of uh february sixth uh what date are you prepared to come,1
uhhh oh let me look here uh the week of the sixth would probably be the best,1
yeah if you want to send him over here at ten oclock tomorrow morning thatd be fine,1
okay yeah just just if you can do me a favor and have him call me monday just to confirm that were still good for the next day,1
and then i will um you know well well well address it then but i should be fine i just get a little little crazy here and it gets kind of busy and i forget and i might not be here so ill have him call monday,1
im thinking the thirtyfirst because i know i need to be in my grovel office that day for another meeting so let me just uh let me just uh clarify what time that meeting is just bear with me for one minute,1
so my meeting i already planned is for the thirtyfirst in the morning so sometime uh thirtyfirst in the afternoon would work well for me,1
im gonna give you a new one if thats fine its dscott at more trans mortrans dot ca,1
its gonna be mor trans incorporated were in the process right now of uh myers transport is closing um and mor trans incorporated is a sister company owned by the same myers family  uh and uh does truckload and so the truckload group is staying open and the ltl group myers is closing just theres just gonna be a change in the sort of the identity um and motrans dot ca is will be the primary uh email name,1
uh thats gonna change too were we have two locations in belleville the university avenue is one of them but uh our primary address is at fiftythree grills road  thats grills grills road also in belleville,1
sure its uh greg gregg at danville habitat dot org and danville habitat is all one word,1
uh twentyeight oh five liverside drive for gps purposes our zip code is twofour fivefourzero,1
yeah actually uh i would like to do that lets see trying to pick a good time is a little tough to do uh see tomorrows not good thursday how about thursday oh like around two oclock,1
um sure yeah i dont i dont know that were really all that interested in the buy out plan like he like he was looking into but uh but yeah as far as a a new you know if he wanted to quote a new fleet that would be something that wed be interested in looking at anyway,1
well were always looking at uh what our options are were not not necessarily looking to move immediately but we like to know what the competitive price is,1
uhhhh you know what if he can come in tomorrow like ahhh early afternoon between may be noon and two ,1
uhhh you know i am always uhhh we we uhhh own our own trucks but im ill be interested to see what the total cost would be on a like a sixteen foot about little box truck with the lift gate,1
and so we at this moment in time we are we are doing okay as far as wanting to make any decisions with with another vehicle so,1
if if the need does arise i will certainly reach back to you and and see what we can uhhh come up with in the ,1
sure that uhh that is something that we we are open to discuss ummm so yeah if if you would like to uhh furnish us with some of that information uhhh that would help,1
aaaaa yeah i should be available but uhhh check have him touch base with me on monday because our schedule changes,1
we the odds of us having to rent a truck are pretty rare  i am not saying it would not happen,1
you know we have only got like two hundreds trucks  no i am kidding  weve only got no so i am not saying it could never happen  i wouldnt mind if even if someone just email me something i would try to keep it but,1
we we just run two trucks  the odds of us having to rent a truck,1
i am not saying it is never going to happen  i think it happened once in fifteen years when we have may be both our trucks broke down or some but its,1
yeah i dont want i dont want like to say i am in sales so i understand but i dont want to waste anybodys time because you know,1
so you guys are so you are talking the services is what you are saying,1
oh that will be we are talking february fourth yeah yeah that will be fine  if he wants to breeze in uhhh tuesday february fourteenth,1
yeah i guess that will be fine uhhh i would have him call me first uhh we have a meeting between the general manager and a couple of salesmen this next week,1
i know it could be monday or tuesday i am just not sure exactly that day but,1
so far uhh yeah but just like i said just have him call beforehand before he comes may be an hour or two,1
that ififif i know in advance i will just change it or send you an email,1
okay  well the older units are not my problem  its my new trucks that are the problem,1
the leasing company trucks are all those the nonsense all the new stuff the ammations the areaha the after treatment the d p f all of that shit,1
i am i i am leaving here in probably 20 minutes and i may not be back until saturday so,1
uhhhhhhhh you can check with me next week i dont know at this point yeah,1
uhhhhhhh yeah we can probably tentatively set some up for may be the twenty third about ten oclock,1
what day because i will be out of the office but if i am not here thethere will be there will be a guard only here so i i will be here monday and tuesday after that i will be gone,1
ifif he is coming your rep is coming on that day i would like to talk to him,1
because mostly yeah i do not see and he would be coming at elabouck right,1
yayeah because there is one there who was up there i think was bruce i do not know if he still there or not,1
yeah i know  yeah may be tomorrow at ten oclock no but on tuesday at  ten oclock,1
well itititit that number has changed back  it is one zero six industrial  it started at oneosix industrial then they changed it to twotwothreeo,1
coz aah rdo and then they went back after it got consolidate in with c,1
ummhmmm well we i am pretty wrapped up next week uhh you go and push it out another week,1
let me ask you let me ask you a quick question because this be yes or no if i have time  if uhhh if we say we say we need lease trucks from you guys is on a fixed monthly deal or is it payments or monthly payment plus milage,1
well you could you could come out to a yard and talk to me and two of my brothers that are in business with me we could just test things  what is your rate let me ask you a question  what is your rate per hour and uhhh maintenance,1
uhhh most of them are freightliners but mine are all different i have a volvo kenworth and international  my brotherinlaws have freightliners five freightliners and one international,1
yeah i would i would get together with a maintenance package right now because outside maintenance is eating our lunch i mean not going to give high thinking about that it is eating our lunch,1
uhhhh if i knew that we have two thousand they have two thousand and twelve freightliners with with cummins eating our lunch,1
we do not want we are not going to buy anything cummins again  we have been i have been very very uhhh loyal to cummins my entire carrier of,1
we we are using dealers for the most part and it is just eating our lunch,1
hundred bucks  uhh we we pay at one shop hundred and twelve bucks but mostly we get eight five bucks an hour where we go,1
yeah you have to be below eighty five dollars an hour for us to to want a change for what we are dealing because,1
even though uhhh i am i began to work away from dealers and going back to smaller shops that are only fifteen dollar or fifty dollars an hour,1
uhhh you get you know that is a whole lot easier to swallow than eight five right now,1
okay you could come well if you did morning it is better for us yes like a day the morning between nine thirty and eleven because after that we have way too much stuff going on,1
okay  yeah we would like to uhhh have  we would like to be able to know what we want to get rid of our trucks they are just it is no and i think i would rather be able to take all of that uhhh my taxes,1
i get my brother we have a lot of money tied up in our trucks but if we could trade off our trucks as down payments to uhhh be able to get lease trucks were they are new maintenance is lower everything is lower plus you can take the lease off of your taxes every year,1
naaaahh i think the one that reach him was israel so let me transfer to him and see he can schedule something with you,1
so yyou offer maintenance programs programs for trucks ahhh that will be cool yeah i would like hear it,1
okay  yeah you know what next week will be good time ahhh after ten am ahh if you want to do it on lets say wednesday,1
that would be fine  yeah because im to be out of town i believe on thursday friday  thursday friday i will be out of town,1
thats okay  no i just i am just kind of curious to see how you guys are gathering information because this is my personal cellphone and i really give out my personal cellphone out so it must be somewhere haahaahaa,1
no sir never  i really dont i am not interested in rental but i am kind of interested to see what you guys offer for maintenance,1
and then rentals may be may be just to see what you guys will charge for for for uhh you know a refrigerate trailer that that might be the only thing,1
and if he could if he could and if he can bring scales of like what is the even averages or something that shows what you guys are leasing your fifty three foot refrigerate trailer like a breakdown thatll be great because i would i would love im actually looking at trying to sell my equipment and then lease just that i can do as a tax write off,1
right now i have fifteen i have fifteen trailers and i have ahh twelve tractors but if he wants to also bring what if you would charge to lease a tractor that would be also great to give me a breakdown of everything that they fill it as two thousand dollars you guys have two thousand fifteen or two thousand fourteen whatever your figure is,1
if you can bring me somsome prices i know its not going to be you know all this is what what we can potentially lease of you just may be like ahh like a market like an average and you know what we could potentially negotiate on this or you know you know i mean just like we have a gauge,1
aaahh not too better you know  hold on one second just give me one second,1
